position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
-0.9513456980803953,0.0003001173398351041,0.0011149529345401605,0.0005897288727069139,6.293474588259155e-05,0.00011760617788763508,0.9999998137354678
-0.9027310450666408,0.0013724844090505853,0.0010124261738292746,0.0011786594982292962,-0.0004196176709010503,1.8003461840042538e-09,0.9999992102381449
-0.8529095089105586,0.0009435906956237127,0.0020404709950392354,0.0014994279176468307,-0.00037241963249617845,0.00023474238275754668,0.9999987781040356
-0.8033998702941254,0.00021580359168644602,0.004038789332839746,0.0016272885690880334,8.651133687389983e-05,0.0006871176283885901,0.9999984353768506
-0.7552742423932609,0.001825363226889766,0.006209821926626753,0.002542238290580629,0.0007039408629795777,0.00027314052376458363,0.9999964907703816
-0.7073894728823118,0.0026747571525674195,0.007397119952174534,0.002185234386205968,0.0008941657387194815,0.00013823004032317574,0.999997206028373
-0.6588644635964961,0.0031918540426083292,0.005759217607447425,0.0015084392200279395,-0.0002554283028735865,0.00030606189892157774,0.9999987855546253
-0.6103545670856599,0.00328346689765436,0.00473247809343964,0.0003588485861648822,-0.0012358591032037253,0.0005329344384517185,0.9999990239734655
-0.5619776044924449,0.003348767126132639,0.005064311646394834,-0.0014279331007757497,-0.001646491553308965,0.0006124259360584764,0.9999974369969902
-0.5122808156333831,0.004587663931808644,0.005759792332558316,-0.0027995122109059803,-0.001844919321570714,0.0004718064703622095,0.9999942704871073
-0.4633088189267359,0.005548546332198655,0.007817219386623251,-0.003119415687385765,-0.0013643941547911143,0.0003231904687286159,0.9999941512771277
-0.414013284604241,0.005717166683176759,0.01152878540287477,-0.0020103713061999746,-5.101113584480572e-06,0.00035810895989640324,0.9999979138352568
-0.36464774284104573,0.005691708535057601,0.01387754045530812,9.29238305174901e-05,0.0007720477140790008,0.0005129567177612042,0.999999567866232
-0.3150716490548773,0.006007121380005399,0.011801684832954636,0.0011715857745437123,-0.0005948414237251232,0.0007011018967851295,0.9999988898628749
-0.2662913609902051,0.006378049477275602,0.011322864259740268,0.0019426208277503868,-0.0013830739256770175,0.0006783707277759286,0.9999969229054793
-0.21738813122999479,0.007422558488553527,0.010563589540195477,0.0007135449707787841,-0.0022585134481075747,0.00038574061523539266,0.9999971240717541
-0.16883348103388807,0.008901065144340642,0.013324699829748248,-0.000713579051007678,-0.0013426610274630934,-4.6807231972189105e-05,0.9999988377087514
-0.12107428999470471,0.011686494812710863,0.018198851991408336,-0.0009612420472524892,0.0005815704908463156,-0.0007995886261411276,0.9999990537758165
-0.0745359641395098,0.012891916061230482,0.020795946339585248,6.52393190368088e-05,0.0014778316816383876,-0.0011993611292542385,0.999998189507276
-0.025510457108093743,0.013131194570838355,0.019983813660636944,0.0020896742700341107,0.0006900479120938185,-0.0010970941519990519,0.9999969750597025
0.023951932817533272,0.012822226853321227,0.018595187524482026,0.002234236543235371,-0.00040994570395307464,-0.0009805414350937819,0.9999969378066862
